Name,Formula,CAS,wt,CPLC1,CPLC2,CPLC3,CPLC4,CPLC5,CPLTmin,CPLTmax,Tc,Pc,Vc,Zc,Acentric factor,Hig_f,Gig_f,Sig,Hstd_c,VPC1,VPC2,VPC3,VPC4,VPC5,VPTmin,VPTmax,LDC1,LDC2,LDC3,LDC4,LDTmin,LDTmax,HVC1,HVC2,HVC3,HVC4,HVTmin,HVTmax,CPGC1,CPGC2,CPGC3,CPGC4,CPGC5,CPGTmin,CPGTmax,VAPVISC1,VAPVISC2,VAPVISC3,VAPVISC4,VAPVISTmin,VAPVISTmax,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,LIQVISC5,LIQVISTmin,LIQVISTmax,GASTCC1,GASTCC2,GASTCC3,GASTCC4,GASTCTmin,GASTCTmax,LICTCC1,LICTCC2,LICTCC3,LICTCC4,LICTCC5,LICTCTmin,LICTCYmax
3-Pentanone,C5H10O,96-22-0,86.13,193020,-176.43,0.5669,0,0,234.18,375.14,560.95,3.74,0.336,0.269,0.3448,-257.9,-134.4,0.37,-2880.4,44.286,"-5,415.10",-3.0913,1.86E-18,6,234.18,560.95,0.71811,0.24129,560.95,0.27996,234.18,560.95,52359000,0.40465,0,0,234.18,560.95,96896,249070,1417.7,130100,646.7,200,1500,1.16E-07,0.7615,107.94,0,234.18,1000,-2.8695,596.32,-1.2025,0,0,234.18,375.14,22.775,1.0019,"191,000,000",0,273,"1,000",0.21569,-0.00024081,0,0,0,234.18,375.14
1-Pentene,C5H10,109-67-1,70.13,156100,-456.94,2.255,-0.003163,0.00000238,108.02,350,464.8,3.56,0.293,0.27,0.2372,-21.62,78.37,0.3462,-3130.37,46.994,"-4,289.50",-3.7345,2.54E-17,6,108.02,464.8,0.89816,0.26608,464.8,0.28571,108.02,464.8,35027000,0.3481,-0.19672,0.22394,108.02,464.8,82523,259430,1729.1,176800,778.7,298.15,1500,1.64E-06,0.44337,636.11,"-26,218",108.02,1000,-10.667,659.56,0,0,0,108.02,303.22,2.71E-06,1.5493,41.075,8301.3,303.22,"1,000",0.21361,-0.00030777,0,0,0,108.02,303.22
2-Pentyl mercaptan,C5H12S,2084-19-7,104.21,188200,-140.84,0.63581,0,0,160.75,385.15,584.3,3.536,0.385,0.28,0.2685,-113,18.14,0.405,-3564,58.985,"-6,193.10",-5.2746,7.40E-18,6,160.75,584.3,0.65858,0.25367,584.3,0.28571,160.75,584.3,50573000,0.45827,-0.22568,0.16393,160.75,584.3,113270,294700,1741.8,209870,795.78,298,1500,8.86E-08,0.81492,85.198,0,160.75,1000,-6.9168,818.76,-0.59628,0,0,220,385.15,0.00022307,0.93358,794.16,0,385.15,"1,000",0.20597,-0.00024518,0,0,0,160.75,385.15
Pentyl mercaptan,C5H12S,110-66-7,104.21,213760,-324.4,0.9472,0,0,197.45,399.79,598,3.47,0.359,0.251,0.3207,-108.4,19.4408,0.4154,-3564.1,67.309,"-6,880.80",-6.4449,1.01E-17,6,197.45,598,0.75345,0.27047,598,0.30583,197.45,598,54315000,0.3972,0,0,197.45,598,109740,329590,1676.1,194860,757.67,200,1500,2.75E-08,0.97555,0,0,197.45,1000,-11.677,1091.2,0.10658,0,0,197.45,399.79,0.00011261,1.034,693.05,0,399.79,"1,000",0.2086,-0.00024536,0,0,0,197.45,399.79
1-Pentyne,C5H8,627-19-0,68.12,86200,256.6,0,0,0,200,313.33,481.2,4.17,0.277,0.289,0.2899,144.4,210.3,0.3298,-3051,82.805,"-5,683.80",-9.4301,0.000010767,2,167.45,481.2,0.8491,0.2352,481.2,0.353,167.45,481.2,39540000,0.3512,0,0,167.45,481.2,75300,209050,1530.7,137800,672.8,200,1500,4.10E-08,0.90585,0,0,167.45,1000,-1.7273,424.34,-1.342,0,0,167.45,378,0,1.0948,-51.09,"101,160",313.33,"1,000",0.22102,-0.000322,0,0,0,167.45,313.33
2-Pentyne,C5H8,627-21-4,68.12,68671,246.66,0,0,0,200,329.27,519,4.03,0.276,0.258,0.1752,128.9,194.5,0.33084,-3029.1,137.29,"-7,447.10",-19.01,0.021415,1,163.83,519,0.92099,0.25419,519,0.31077,163.83,519,44158000,0.44347,0,0,163.83,519,70737,222290,1557,131250,690.78,200,1500,5.77E-07,0.53498,235.2,0,163.83,1000,-3.7241,516.54,-1.1167,0,0,163.83,415.2,0.00025623,1.0073,1423.7,0,329.27,"1,000",0.21282,-0.0002856,0,0,0,163.83,329.27
Phenanthrene,C14H10,85-01-8,178.23,103370,527.03,0,0,0,372.39,500,869,2.9,0.554,0.222,0.4707,201.2,302.19,0.3945,-6828.2,72.958,"-10,943",-6.7902,1.09E-18,6,372.38,869,0.45554,0.2523,869,0.24841,372.38,869,83482000,0.33172,0,0,372.38,869,93740,475800,1382,348500,627.4,200,1500,4.35E-07,0.5272,238.27,0,372.38,1000,-22.472,2566.9,1.5749,0,0,372.38,610.03,0.00010167,0.988,797,0,610.03,"1,000",0.13753,-0.000025247,0,0,0,372.38,610.03
Phenol,C6H6O,108-95-2,94.11,101720,317.61,0,0,0,314.06,425,694.25,6.13,0.229,0.243,0.4435,-96.399,-32.637,0.31481,-2921,95.444,"-10,113",-10.09,6.76E-18,6,314.06,694.25,1.3798,0.31598,694.25,0.32768,314.06,694.25,73060000,0.4246,0,0,314.06,694.25,43400,244500,1152,151200,507,100,1500,1.01E-07,0.799,103.1,0,314.06,1000,-43.335,3881.7,4.3983,3.05E+24,-10,291.45,555.4,0.0388,0.2392,985.81,"937,170",454.99,"1,000",0.18831,-0.0001,0,0,0,314.06,454.99
Phenyl isocyanate,C7H5NO,103-71-9,119.12,60834,215.89,0.29552,0,0,243.15,489.75,653,4.06,0.37,0.277,0.4123,-14.54,48.7212,0.3527,-3298,86.779,"-8,101.80",-9.5303,6.14E-06,2,243.15,653,0.63163,0.23373,653,0.28571,243.15,653,55769000,0.30346,0,0,243.15,653,59683,255330,1239.7,155190,576.78,298.15,1500,8.54E-08,0.80872,88.273,0,243.15,1000,-11.31,"1,280",0,0,0,243.15,522.4,0.00016675,0.91777,730.1,0,439.43,"1,000",0.16326,-0.00017777,0,0,0,243.15,439.43
Phthalic anhydride,C8H4O3,85-44-9,148.12,145400,252.4,0,0,0,404.15,557.65,791,4.72,0.421,0.302,0.7025,-371.4,-307.001,0.3995,-3171.5,126.5,"-12,551",-15.002,7.75E-06,2,404.15,791,0.5393,0.22704,791,0.248,404.15,791,69160000,0.1755,0,0,404.15,791,73640,254400,1085.2,80800,573,298.15,1000.15,4.35E-08,0.908,102.73,0,404.15,1000,195.25,"-11,072",-29.084,0,0,404.15,557.65,0,1.046,765.5,0,557.65,"1,000",0.22946,-0.00021345,0,0,0,404.15,557.65
Propadiene,C3H4,463-49-0,40.06,66230,98.275,0,0,0,200,238.65,394,5.25,0.165,0.264,0.1041,190.5,200.8,0.2439,-1856.3,57.069,"-3,682.70",-5.5662,6.51E-06,2,136.87,394,1.6087,0.26543,394,0.29895,136.87,394,29535000,0.41367,0,0,136.87,394,42600,111940,1577.2,75460,680.8,200,1500,6.08E-07,0.53845,173.45,0,136.87,1000,-6.3528,240.85,-0.58229,0,0,136.87,298.15,0,1.0731,1.8579,"70,128",238.65,"1,000",0.23081,-0.0004078,0,0,0,136.87,238.65
Propane,C3H8,74-98-6,44.1,62.983,113630,633.21,-873.46,0,85.47,360,369.83,4.248,0.2,0.276,0.1523,-104.68,-24.39,0.2702,-2043.11,59.078,"-3,492.60",-6.0669,0.000010919,2,85.47,369.83,1.3757,0.27453,369.83,0.29359,85.47,369.83,29209000,0.78237,-0.77319,0.39246,85.47,369.83,51920,192450,1626.5,116800,723.6,200,1500,4.91E-08,0.90125,0,0,85.47,1000,-17.156,646.25,1.1101,-7.34E-11,4,85.47,360,-1.12,0.10972,-9834.6,"-7,535,800",231.11,"1,000",0.26755,-0.00066457,2.77E-07,0,0,85.47,350
1-Propanol,C3H8O,71-23-8,60.1,158760,-635,1.969,0,0,146.95,400,536.8,5.169,0.219,0.254,0.6209,-254.6,-159.9,0.3226,-1844,84.6642,"-8,307.20",-8.5767,7.51E-18,6,146.95,536.8,1.2457,0.27281,536.8,0.23994,146.95,536.8,68988000,0.6458,-0.5384,0.3317,146.95,536.8,61900,202130,1629.3,129560,727.4,200,1500,7.94E-07,0.5491,415.8,0,200,1000,23.467,116.07,-5.3372,2880100000,-4.0267,146.95,370.35,-613.84,0.7927,"-1,157,400,000",0,370.35,720.25,0.2203,-0.0002155,0,0,0,200,370.35
2-Propanol,C3H8O,67-63-0,60.1,471710,-4172.1,14.745,-0.0144,0,185.26,355.3,508.3,4.765,0.222,0.25,0.6544,-272.1,-175.2,0.3175,-1834,96.094,"-8,575.40",-10.292,1.67E-17,6,185.26,508.3,1.1799,0.2644,508.3,0.24653,185.26,508.3,72542000,0.79137,-0.66092,0.34223,185.26,508.3,73145,203130,1937.5,148150,843.37,298.15,1500,1.20E-06,0.494,479.78,0,187.35,1000,-8.8918,2357.6,-0.91376,0,0,185.26,355.3,7.39E-07,1.7419,0,0,355.3,"1,000",0.20161,-0.00021529,0,0,0,185.26,425
Propenylcyclohexene,C9H14,13511-13-2,122.21,201400,-450.6,1.7053,0,0,199,431.65,636,3.12,0.437,0.258,0.342,46.77,208.5,0.4233,-5232,64.268,"-7,298.90",-5.9109,4.85E-18,6,199,636,0.61255,0.26769,636,0.28571,199,636,58866000,0.38533,0,0,199,636,105630,433970,1609.8,318100,729.66,300,1500,5.47E-07,0.53893,283.52,0,199,1000,-11.208,1079.8,0,0,0,199,508.8,0.00010242,1.0486,701.56,0,431.65,"1,000",0.1831,-0.00020275,0,0,0,199,431.65
Propionaldehyde,C3H6O,123-38-6,58.08,99306,115.73,0,0,0,200,328.75,504.4,4.92,0.204,0.239,0.2559,-186.3,-124.6,0.3044,-1685.7,80.581,"-5,896.10",-8.9301,8.22E-06,2,170,504.4,1.296,0.26439,504.4,0.29471,170,504.4,41492000,0.36751,0,0,170,504.4,71740,191400,2014.4,117080,930.6,200,1500,1.75E-07,0.72691,119.93,0,170,1000,-9.9177,839.53,-0.16735,0,0,170,321.15,1165.1,0.90419,"5,472,900,000",0,321.15,"1,000",0.2498,-0.00030075,0,0,0,170,453.15
Propionic acid,C3H6O2,79-09-4,74.08,213660,-702.7,1.6605,0,0,252.45,414.32,600.81,4.668,0.235,0.22,0.5796,-479.9,-385,0.2949,-1395,54.552,"-7,149.40",-4.2769,1.18E-18,6,252.45,600.81,1.0969,0.25568,600.81,0.26857,252.45,600.81,"40,000,000",1.3936,-2.9465,1.794,252.45,600.81,69590,177780,1709.8,126540,763.78,298.15,1500,0.000000161,0.7457,159.3,0,252.45,1000,-23.931,1834.6,1.9124,0,0,252.45,414.32,0.00022286,0.91704,678.21,0,414.32,"1,000",0.1954,-0.000164,0,0,0,252.45,543.15
Propionitrile,C3H5N,107-12-0,55.08,118190,-120.98,0.42075,0,0,180.26,370.5,564.4,4.18,0.229,0.204,0.3243,51.8,97.4949,0.28614,-1800.7,82.699,"-6,703.50",-9.1506,7.54E-06,2,180.26,564.4,1.0224,0.23452,564.4,0.2804,180.26,564.4,49348000,0.41873,0,0,180.26,564.4,53570,146170,1553,91197,678.2,200,1500,1.01E-07,0.7821,89.5,0,180.26,1000,-5.7136,703.62,-0.78123,0,0,250,370.5,0.0013,1.2202,"51,822",0,370.5,990.5,0.26626,-0.0003307,0,0,0,180.26,370.5
Propyl acetate,C5H10O2,109-60-4,102.13,83400,384.1,0,0,0,274.7,404.7,549.73,3.36,0.345,0.254,0.3889,-464.8,-320.4,0.4023,-2672,115.16,"-8,433.90",-13.934,0.000010346,2,178.15,549.73,0.73041,0.25456,549.73,0.27666,178.15,549.73,54327000,0.407,0,0,178.15,549.73,179940,175300,1196,-412000,108.2,298.15,1500,2.14E-07,0.6894,178.57,0,178.15,1000,17.797,-252.43,-4.291,0,0,250,473.15,1325.3,1,"12,235,000,000",0,374.65,"1,000",0.2332,-0.0003096,0,0,0,178.15,434.82
Propyl amine,C3H9N,107-10-8,59.11,139530,78,0,0,0,188.36,340,496.95,4.74,0.26,0.298,0.2798,-70.5,41.7,0.3242,-2165,58.398,"-5,312.70",-5.2876,1.99E-06,2,188.36,496.95,0.9195,0.23878,496.95,0.2461,188.36,496.95,44488000,0.39494,0,0,188.36,496.95,76078,210490,1725.6,139360,789.03,200,1500,0.000000162,0.7285,117,0,188.36,1000,-9.8074,1010.4,-0.25697,0,0,188.36,321,0.2833,0.055,1325.9,"1,817,600",321,"1,000",0.2632,-0.0004278,0.000000412,0,0,188.36,333.15
Propylbenzene,C9H12,103-65-1,120.19,174380,-101.8,0.79,0,0,173.55,432.39,638.35,3.2,0.44,0.265,0.3444,7.9,137.6,0.40014,-4954.15,91.379,"-8,276.80",-10.176,0.000005624,2,173.55,638.35,0.57233,0.25171,638.35,0.29616,173.55,638.35,58887000,0.38534,0,0,173.55,638.35,96885,379540,1516.8,266180,694.3,200,1500,3.04E-07,0.61945,210.35,0,173.55,1000,-18.282,1549.7,1.0454,0,0,200,432.39,0.16992,0.0213,-54.484,"1,624,800",432.39,"1,000",0.18707,-0.00019846,0,0,0,173.55,583.15
Propylene,C3H6,115-07-1,42.08,114140,-343.72,1.0905,0,0,87.89,225.45,364.85,4.6,0.185,0.281,0.1376,20.23,62.64,0.267,-1926.2,43.905,"-3,097.80",-3.4425,1.00E-16,6,87.89,364.85,1.4403,0.26852,364.85,0.28775,87.89,364.85,25216000,0.33721,-0.18399,0.22377,87.89,364.85,43852,150600,1398.8,74754,616.46,130,1500,7.39E-07,0.5423,263.73,0,87.89,1000,-92.082,1907.3,15.639,-0.043098,1,87.9,333.15,0,1.2018,421,0,225.45,"1,000",0.24719,-0.00048824,0,0,0,87.89,340.49
Propyl formate,C4H8O2,110-74-7,88.11,75700,326.1,0,0,0,298.15,398.15,538,4.02,0.285,0.256,0.3088,-407.6,-293.6,0.3678,-2041,104.08,"-7,535.90",-12.348,0.000009602,2,180.25,538,0.915,0.26134,538,0.28,180.25,538,49687000,0.4025,0,0,180.25,538,87100,244700,1925.4,188800,821.3,298.15,1500,6.07E-07,0.5863,367.29,0,180.25,1000,-73.735,2668.2,10.993,-0.018364,1,180.25,353.97,740.1,0.9732,"5,646,000,000",0,353.97,"1,000",0.2247,-0.000264,0,0,0,180.25,483.15
2-Propyl mercaptan,C3H2S,75-33-2,76.16,138390,-117.11,0.47059,0,0,142.61,350,517,4.75,0.254,0.281,0.2138,-75.9,-2.18,0.3243,-2339.8,60.43,"-5,276.90",-5.6572,2.60E-17,6,142.61,517,1.093,0.27762,517,0.29781,142.61,517,42191000,0.41161,0,0,142.61,517,73815,195290,1595.4,123560,730.5,200,1500,3.55E-08,0.95654,0,0,142.61,1000,-5.7244,638.2,-0.76415,0,0,142.61,325.71,0.00018367,0.9627,646.01,0,325.71,"1,000",0.21706,-0.00028952,0,0,0,142.61,325.71
Propyl mercaptan,C3H8S,107-03-9,76.16,167330,-319.1,0.8127,0,0,159.95,340.87,536.6,4.63,0.254,0.264,0.2318,-67.5,2.583,0.3365,-2345.8,62.165,"-5,624",-5.8595,2.06E-17,6,159.95,536.6,1.0714,0.27214,536.6,0.29481,159.95,536.6,44782000,0.41073,0,0,159.95,536.6,74740,195230,1631,121120,750.92,200,1500,7.95E-08,0.84656,65.878,0,159.95,1000,-10.153,840.71,-0.093763,0,0,159.95,340.87,0.009,0.51733,2358.1,"334,590",340.87,"1,000",0.2202,-0.00028535,0,0,0,159.95,340.87
"1,2-Propylene glycol",C3H8O2,57-55-6,76.09,58080,445.2,0,0,0,213.15,460.75,626,6.1,0.239,0.28,1.1065,-421.5,-304,0.352,-1647.6,212.8,"-15,420",-28.109,0.000021564,2,213.15,626,1.0923,0.26106,626,0.20459,213.15,626,80700000,0.295,0,0,213.15,626,201140,80820,1865.6,-244040,279.98,298.15,1000.15,4.54E-08,0.9173,61,0,213.15,1000,-804.54,"30,487",130.79,-0.15449,1,213.15,500.8,0,0.9765,706,0,460.75,"1,000",0.2152,-0.0000497,0,0,0,213.15,460.75
Quinone,C6H4O2,106-51-4,108.1,45810,368.33,0,0,0,388.85,683,683,5.96,0.291,0.305,0.4945,-122.9,-69.2,0.3205,-2658,48.651,"-7,289.50",-3.4453,1.01E-18,6,388.85,683,0.83228,0.25385,683,0.23658,388.85,683,64900000,0.3112,0,0,388.85,683,64870,212270,1349.1,151400,614.8,200,1500,1.11E-07,0.8008,152.51,0,388.85,1000,-14.846,1829.4,0.3729,0,0,388.85,454,"-5,678,600",-0.0453,"2,615,700,000",-3.54E+13,454,"1,000",0.26524,-0.00028676,0,0,0,388.85,545
Silicon tetrafluoride,F4Si,7783-61-1,104.08,829380,-7331.5,19.203,0,0,186.35,253.15,259,3.72,0.202,0.349,0.3858,-1614.94,-1572.7,0.282651,705.5,272.85,"-9,548.90",-40.089,6.37E-15,6,186.35,259,1.1945,0.24128,259,0.16693,186.35,259,24105000,0.37988,0,0,186.35,259,36810,71245,652.01,46721,286.03,100,1500,2.17E-07,0.76757,16.28,0,250,500,0,0,0,0,0,None,None,0,0.928,63.6,0,333.55,702.45,0,0,0,0,0,None,None
Styrene,C8H8,100-42-5,104.15,113340,290.2,-0.6051,0.0013567,0,242.54,418.31,636,3.84,0.352,0.256,0.2971,147.4,213.9,0.3451,-4219,105.93,"-8,685.90",-12.42,7.56E-06,2,242.54,636,0.7397,0.2603,636,0.3009,242.54,636,57260000,0.4055,0,0,242.54,636,89300,215030,772,99900,2442,100,1500,6.39E-07,0.5254,295.1,0,242.54,1000,-22.675,"1,758",1.6701,0,0,242.54,418.31,0.01,0.4033,553.74,"685,570",418.31,"1,000",0.20215,-0.0002201,0,0,0,242.54,418.31
Succinic acid,C4H6O4,110-15-6,118.09,244770,-236.96,0.63148,0,0,460.65,604.5,806,4.71,0.317,0.223,0.9922,-822.9,-697.3,0.4034,-1359.1,128.65,"-16,958",-13.872,2.16E-18,6,460.65,806,0.70284,0.22268,806,0.28571,460.65,806,120180000,0.37149,0,0,460.65,806,71806,226690,1273.9,173420,537.65,300,1200,2.27E-07,0.6845,229.8,0,460.65,1000,-13.422,3431.8,0,0,0,460.65,644.8,0.00032875,0.8172,740.97,0,591,"1,000",0.28215,-0.0002585,0,0,0,460.65,642
Sulfur dioxide,O2S,05/09/7446,64.06,85743,5.7443,0,0,0,197.67,350,430.75,7.884,0.122,0.269,0.2454,-296.84,-300.12,0.2481,None,47.365,"-4,084.50",-3.6469,1.80E-17,6,197.67,430.75,2.106,0.25842,430.75,0.2895,197.67,430.75,36760000,0.4,0,0,197.67,430.75,33375,25864,932.8,10880,423.7,100,1500,6.86E-07,0.6112,217,0,197.67,1000,46.223,"-1,378",-8.7475,0,0,225,400,10.527,-0.7732,"-1,333","1,506,400",250,900,0.38218,-0.0006254,0,0,0,197.67,400
Sulfur hexafluoride,F6S,2551-62-4,146.06,119500,0,0,0,0,230.15,230.15,318.69,3.76,0.19852,0.282,0.2151,-1220.47,-1116.53,0.291625,924,29.16,"-2,383.60",-1.1342,,,223.15,318.69,1.3587,0.2701,318.69,0.2921,223.15,318.69,25710000,0.383,0,0,223.15,318.69,35256,122700,679.38,78407,351.27,100,1500,5.40E-07,0.6349,34.5,"19,000",205.15,5000,3.8305,41.21,-2.1342,0,0,223.15,318.69,0.00048883,0.6518,-117.08,"78,863",273.15,"1,000",0.2544,-0.0006595,0,0,0,223.15,318.69
Sulfur trioxide,O3S,09/11/7446,80.06,258090,0,0,0,0,303.15,303.15,490.85,8.21,0.127,0.255,0.424,-395.72,-370.95,0.25651,142.2,180.99,"-12,060",-22.839,7.24E-17,6,289.95,490.85,1.4969,0.19013,490.85,0.4359,289.95,490.85,73370000,0.5647,0,0,289.95,490.85,33408,49677,873.22,28563,393.74,100,1500,3.91E-06,0.3845,470.1,0,297.93,694.19,-88.793,6400.7,10.709,0,0,289.95,318.15,1.0702,-0.2348,2010.4,"1,277,000",317.9,"1,000",0.92882,-0.0030803,0.00000266,0,0,289.95,481.47
Terephthalic acid,C8H6O4,100-21-0,166.13,0,0,0,0,0,0,0,1113,3.95,0.424,0.181,1.0591,-717.9,-599,0.448,-3057.6,248.72,"-32,238",-30.009,0.000004795,2,700.15,"1,113",0.42685,0.181,1113,0.28571,700.15,1113,88240000,0,0,0,298.15,298.15,94500,252600,829,50000,2010,298.15,1500,2.25E-08,0.97631,0,0,700.15,1000,0,0,0,0,0,None,None,0.00017531,0.8901,909.56,0,832,"1,000",0,0,0,0,0,None,None
o-Terphenyl,C18H14,84-15-1,230.3,182900,635.09,0,0,0,329.35,609.15,857,2.99,0.731,0.307,0.5513,276.6,423,0.5263,-9053,110.52,"-14,045",-11.861,2.21E-18,6,329.35,857,0.3448,0.25116,857,0.29268,329.35,857,87165000,0.3224,0,0,329.35,857,207190,626680,2404.4,634500,967.71,298.15,1500,7.09E-07,0.51971,652.24,0,329.35,1000,-215.09,"11,612",31.849,-0.026882,1,329.35,723.15,0,0.95174,-282.82,"289,490",373.15,"1,000",0.16853,-0.00010817,0,0,0,329.35,723.15
Tetradecane,C14H30,629-59-4,198.39,353140,29.13,0.86116,0,0,279.01,526.73,693,1.57,0.897,0.244,0.643,-332.44,65.99,0.70259,-8732.82,140.47,"-13,231",-16.859,6.59E-06,2,279.01,693,0.27248,0.24007,693,0.28571,279.01,693,90539000,0.44467,0,0,279.01,693,230820,786780,1682.3,544860,743.1,200,1500,5.16E-09,1.1561,0,0,279.01,1000,-14.493,1710.8,0.4417,3.09E+28,-12,277.65,554.4,-163.62,0.9193,-1087600000,0,526.73,"1,000",0.20293,-0.00021798,0,0,0,279.01,526.73
Tetrahydrofuran,C4H8O,109-99-9,72.11,171730,-800.47,2.8934,-0.0025015,0,164.65,339.12,540.15,5.19,0.224,0.259,0.2254,-184.18,-79.69,0.29729,-2325,54.898,"-5,305.40",-4.7627,1.43E-17,6,164.65,540.15,1.2543,0.28084,540.15,0.2912,164.65,540.15,43021000,0.36972,0,0,164.65,540.15,46905,253140,1599.8,170510,740.64,200,1500,3.78E-07,0.6533,271.01,0,164.65,1000,-10.321,900.92,-0.069128,0,0,164.65,373.15,9.55E-06,1.4561,662.22,0,339.12,"1,000",0.19428,-0.000249,0,0,0,164.65,339.12
"1,2,3,4-Tetrahydronaphthalene",C10H12,119-64-2,132.2,81760,455.38,0,0,0,237.38,480.77,720,3.65,0.408,0.249,0.3353,26.61,167.1,0.36964,-5357.5,137.23,"-10,620",-17.908,0.014506,1,237.38,720,0.67717,0.27772,720,0.2878,237.38,720,68086000,0.43054,0,0,237.38,720,81450,439500,1471,306500,666.4,200,1500,5.08E-07,0.5614,328.55,0,237.38,1000,-11.167,1193.2,0.096226,9.60E+11,-5,237.4,576,0.00007754,1.0778,729,0,480.77,"1,000",0.14563,-0.0000536,0,0,0,237.38,480.77
Tetrahydrothiophene,C4H8S,110-01-0,88.17,123300,-130.1,0.6229,0,0,176.98,394.27,631.95,5.16,0.249,0.245,0.1996,-33.76,45.9,0.31,-2765.49,75.881,"-6,910.60",-7.9499,4.43E-06,2,176.99,631.95,1.1628,0.28954,631.95,0.28674,176.99,631.95,50642000,0.38904,0,0,176.99,631.95,51848,245350,1501.8,168710,665.31,200,1500,8.60E-08,0.82841,68.172,0,176.99,1000,-10.843,1165.2,0,0,0,293.15,303.15,0.00085604,0.7297,531.99,"213,840",394.27,"1,000",0.20414,-0.00021217,0,0,0,176.98,394.27
"2,2,3,3-Tetramethylbutane",C8H18,594-82-1,114.23,43326,630.73,0,0,0,375.41,426,568,2.87,0.461,0.28,0.245,-225.6,22.39,0.3893,-5063.9,57.963,"-5,901.50",-5.2048,9.13E-18,6,373.96,568,0.58988,0.27201,568,0.27341,373.96,568,49055000,0.40678,0,0,373.96,568,113520,563310,1621.1,338290,681.9,200,1500,8.15E-07,0.50257,380.29,0,373.96,1000,5.5351,632.38,-2.6576,0,0,373.96,454,0,1.2816,-111.88,"124,120",379.44,"1,000",0.17835,-0.00023704,0,0,0,373.96,426
Thiophene,C4H4S,110-02-1,84.14,84864,91.725,0.13243,0,0,234.94,357.31,579.35,5.69,0.219,0.259,0.197,115.44,126.7,0.2784,-2435.2,93.193,"-7,001.50",-10.738,8.23E-06,2,234.94,579.35,1.2874,0.28194,579.35,0.30781,234.94,579.35,45854000,0.38756,0,0,234.94,579.35,40399,162700,1456.2,132200,648.81,200,1500,0.00000103,0.5497,569.4,0,234.94,1000,-16.671,1342.5,0.8388,0,0,250,393.15,0.00013384,0.98115,645.95,0,357.31,"1,000",0.20571,-0.00020028,0,0,0,234.94,357.31
Toluene,C7H8,108-88-3,92.14,140140,-152.3,0.695,0,0,178.18,500,591.75,4.108,0.316,0.264,0.264,50.17,122.2,0.32099,-3734,76.945,"-6,729.80",-8.179,5.30E-06,2,178.18,591.75,0.8792,0.27136,591.75,0.29241,178.18,591.75,49507000,0.37742,0,0,178.18,591.75,58140,286300,1440.6,189800,650.43,200,1500,8.73E-07,0.49397,323.79,0,178.18,1000,-226.08,6805.7,37.542,-0.060853,1,178.18,383.78,0.00002392,1.2694,537,0,383.78,"1,000",0.20463,-0.00024252,0,0,0,178.18,474.85
"1,1,2-Trichloroethane",C2H3Cl3,79-00-5,133.4,103350,159.3,0,0,0,236.5,300,602,4.48,0.281,0.252,0.2591,-142,-80.97,0.3371,-968.5,54.153,"-6,041.80",-4.5383,4.98E-18,6,236.5,602,0.9062,0.25475,602,0.31,236.5,602,50929000,0.38013,0,0,236.5,602,66554,112570,1545.4,97196,717.04,298.15,1500,2.71E-07,0.6955,187.93,0,236.5,1000,0.388,736.5,-1.7063,0,0,236.5,387,0,1.0423,1243.3,0,387,"1,000",0.20731,-0.00024997,0,0,0,236.5,482
Tridecane,C13H28,629-50-5,184.36,350180,-104.7,1.0022,0,0,267.76,508.62,675,1.68,0.826,0.247,0.6174,-311.77,57.71,0.66337,-8122.9,137.45,"-12,549",-16.543,7.13E-06,2,267.76,675,0.29934,0.2433,675,0.28571,267.76,675,84339000,0.4257,0,0,267.76,675,214960,730450,1669.5,499980,741.02,200,1500,3.56E-08,0.8987,165.3,0,267.76,1000,-4.1103,1005.3,-1.0188,1.00E+19,-8,267.67,540,5.37E-06,1.4751,599.09,0,508.62,"1,000",0.20447,-0.00022612,0,0,0,267.76,508.62
Triethyl amine,C6H15N,121-44-8,101.19,111480,368.13,0,0,0,200,361.92,535.15,3.04,0.39,0.266,0.3162,-95.8,114.1,0.4054,-4040.5,56.55,"-5,681.90",-4.9815,1.24E-17,6,158.45,535.15,0.7035,0.27386,535.15,0.2872,158.45,535.15,46640000,0.3663,0,0,158.45,535.15,127660,255590,809.37,148290,2231.7,200,1500,2.41E-07,0.6845,223,0,158.45,1000,-3.7067,585.78,-1.0926,0,0,250,359.05,0.0001,1.0161,91,"132,900",273.15,"1,000",0.1918,-0.0002453,0,0,0,158.45,483.15
Trimethyl amine,C3H9N,75-50-3,59.11,136050,-288,0.9913,0,0,156.08,276.02,433.25,4.07,0.254,0.287,0.2062,-24.31,98.99,0.287,-2244.9,134.68,"-6,055.80",-19.415,0.028619,1,156.08,433.25,1.0116,0.25683,433.25,0.2696,156.08,433.25,33050000,0.354,0,0,156.08,433.25,71070,150510,796.62,84537,2187.6,200,1500,1.24E-06,0.4832,447.7,0,156.08,1000,10.142,-130.41,-3.2199,0,0,200,308.15,0.00027648,0.901,167.68,"132,200",273.15,"1,000",0.23813,-0.00038397,0,0,0,156.08,276.02
