Name,Formula,CAS,wt,CPLC1,CPLC2,CPLC3,CPLC4,CPLC5,CPLTmin,CPLTmax,Tc,Pc,Vc,Zc,Acentric factor,Hig_f,Gig_f,Sig,Hstd_c,VPC1,VPC2,VPC3,VPC4,VPC5,VPTmin,VPTmax,LDC1,LDC2,LDC3,LDC4,LDTmin,LDTmax,HVC1,HVC2,HVC3,HVC4,HVTmin,HVTmax,CPGC1,CPGC2,CPGC3,CPGC4,CPGC5,CPGTmin,CPGTmax,VAPVISC1,VAPVISC2,VAPVISC3,VAPVISC4,VAPVISTmin,VAPVISTmax,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,LIQVISC5,LIQVISTmin,LIQVISTmax,GASTCC1,GASTCC2,GASTCC3,GASTCC4,GASTCTmin,GASTCTmax,LICTCC1,LICTCC2,LICTCC3,LICTCC4,LICTCC5,LICTCTmin,LICTCYmax
Methacrylic acid,C4H6O2,79-41-4,86.09,146290,-58.59,0.3582,0,0,288.15,434.15,662,4.79,0.28,0.244,0.3318,-368,-288,0.35,-1930,109.53,"-10,410",-12.289,0.000003199,2,288.15,662,0.87025,0.24383,662,0.28571,288.15,662,46095000,0.23331,0,0,288.15,662,72510,208900,1851.6,164830,798.43,298.15,1200.1,9.11E-08,0.8222,93.57,0,288.15,1000,-14.527,1497.7,0.51747,0,0,288.15,434.15,0.00019847,0.9284,678.69,0,434.15,"1,000",0.2306,-0.00025201,0,0,0,288.15,530
Methane,CH4,74-82-8,16.04,65.708,38883,-257.95,614.07,0,90.69,190,190.564,4.599,0.0986,0.286,0.0115,-74.52,-50.49,0.18627,-802.62,39.205,"-1,324.40",-3.4366,0.000031019,2,90.69,190.56,2.9214,0.28976,190.56,0.28881,90.69,190.56,10194000,0.26087,-0.14694,0.22154,90.69,190.56,33298,79933,2086.9,41602,991.96,50,1500,5.25E-07,0.59006,105.67,0,90.69,1000,-6.1572,178.15,-0.95239,-9.06E-24,10,90.69,188,8.40E-06,1.4268,-49.654,0,111.63,600,0.41768,-0.0024528,3.56E-06,0,0,90.69,180
Methanol,CH4O,67-56-1,32.04,105800,-362.23,0.9379,0,0,175.47,400,512.5,8.084,0.117,0.222,0.5658,-200.94,-162.32,0.23988,-638.2,82.718,"-6,904.50",-8.8622,7.47E-06,2,175.47,512.5,2.3267,0.27073,512.5,0.24713,175.47,512.5,50451000,0.33594,0,0,175.47,512.5,39252,87900,1916.5,53654,896.7,200,1500,3.07E-07,0.69655,205,0,240,1000,-25.317,1789.2,2.069,0,0,175.47,337.85,5.80E-07,1.7862,0,0,273,684.37,0.2837,-0.000281,0,0,0,175.47,337.85
N-Methyl acetamide,C3H7NO,79-16-3,73.09,62600,243.4,0,0,0,359,538.5,718,4.98,0.267,0.223,0.4351,-240,-135,0.32,-1710,79.128,"-9,523.90",-7.7355,3.16E-18,6,301.15,718,0.88268,0.23568,718,0.27379,301.15,718,73402000,0.38974,0,0,301.15,718,61160,202900,1768.3,133020,835.5,300,1500,8.06E-08,0.8392,77.332,0,301.15,1000,-4.648,"1,832",-1.2191,0,0,301.15,478.15,0.0342,0.3312,"2,070","1,195,600",478.15,"1,000",0.23743,-0.0002362,0,0,0,301.15,478.15
Methyl acetate,C3H6O2,79-20-9,74.08,61260,270.9,0,0,0,253.4,373.4,506.55,4.75,0.228,0.257,0.3313,-411.9,-324.2,0.3198,-1461,61.267,"-5,618.60",-5.6473,2.11E-17,6,175.15,506.55,1.13,0.2593,506.55,0.2764,175.15,506.55,44920000,0.3685,0,0,175.15,506.55,55500,178200,1260,85300,562,298,1500,1.32E-06,0.4885,504.3,0,250,800,13.557,-187.3,-3.6592,0,0,250,425,"-25,343",-0.1934,"11,164,000","-67,259,000,000",330.09,"1,000",0.2777,-0.000417,0,0,0,175.15,386.15
Methyl acetylene,C3H4,74-99-7,40.06,79791,89.49,0,0,0,200,249.94,402.4,5.63,0.164,0.276,0.2115,184.9,193.84,0.24836,-1848.7,50.242,"-3,811.90",-4.2526,6.53E-17,6,170.45,402.4,1.6085,0.26436,402.4,0.27987,170.45,402.4,31889000,0.37881,0,0,170.45,402.4,44780,109170,1550.8,67500,658.2,200,1500,0.000001163,0.4787,316,0,170.45,800,-2.8737,301.35,-1.2271,0,0,170.45,373.15,0.00026544,0.8921,222.19,"79,869",249.94,"1,000",0.23648,-0.00041639,0,0,0,170.45,249.94
Methyl acrylate,C4H6O2,96-33-3,86.09,275500,-1147,2.568,0,0,196.32,353.35,536,4.25,0.27,0.258,0.3423,-333,-257,0.366,-1930.3,107.69,"-7,027.20",-13.916,0.015185,1,196.32,536,0.97286,0.26267,536,0.2508,196.32,536,46800000,0.349,0,0,196.32,536,12060,237660,1054.3,181860,418.8,298.15,1200.1,0.000001648,0.4444,510.66,0,196.32,1000,10.848,75,-3.297,0,0,275,400,0.4734,-0.1111,533.57,"1,649,600",353.35,"1,000",0.26082,-0.0003506,0,0,0,196.32,421
Methyl amine,CH5N,74-89-5,31.06,92520,37.45,0,0,0,179.69,266.82,430.05,7.46,0.154,0.321,0.2814,-22.97,32.07,0.2433,-975.08,75.206,"-5,082.80",-8.0919,0.000008113,2,179.69,430.05,1.39,0.21405,430.05,0.2275,179.69,430.05,38580000,0.404,0,0,179.69,430.05,41000,105780,1708,68360,735,150,1500,5.64E-07,0.5863,231.9,0,179.69,1000,-17.044,"1,074",0.84203,0,0,179.69,273.15,-55.13,1.065,"-448,200,000",0,266.82,650,0.33446,-0.00067427,8.03E-07,0,0,179.69,283.15
Methyl benzoate,C8H8O2,93-58-3,136.15,125630,279.75,0,0,0,260.75,472.65,693,3.59,0.436,0.272,0.4205,-287.9,-181,0.414,-3772,84.828,"-9,334.70",-8.7063,6.17E-18,6,260.75,693,0.53382,0.23274,693,0.28147,260.75,693,68504000,0.38852,0,0,260.75,693,93960,255900,825,136000,3000,300,1200,7.41E-08,0.82436,83.086,0,260.75,1000,-21.971,2267.4,1.4173,0,0,288.15,472.65,0,1.1308,-67.272,"125,720",472.65,"1,000",0.22142,-0.00022759,0,0,0,260.75,547.9
"3-Methyl-1,2-butadiene",C5H8,598-25-4,68.12,135370,-133.34,0.63868,0,0,159.53,314.56,490,3.83,0.291,0.274,0.1874,129.08,197.5,0.32151,-3032,66.575,"-5,213.40",-6.7693,4.81E-06,2,159.53,490,0.84623,0.24625,490,0.29041,159.53,490,41233000,0.426,0,0,159.53,490,67100,222200,1421,119400,614.7,150,1500,4.08E-07,0.5923,208.22,0,159.53,1000,-10.481,648.37,-0.041947,0,0,159.53,314,0,0.899,253.4,"149,500",314,"1,000",0.1983,-0.0002822,0,0,0,159.53,314
2-Methylbutane,C5H12,78-78-4,72.15,108300,146,-0.292,0.00151,0,113.25,310,460.4,3.38,0.306,0.27,0.2279,-153.7,-14.05,0.34374,-3239.54,71.308,"-4,976",-7.7169,8.73E-06,2,113.25,460.4,0.91991,0.27815,460.4,0.28667,113.25,460.4,37593000,0.39173,0,0,113.25,460.4,74600,326500,1545,192300,666.7,200,1500,2.43E-08,0.97376,-91.597,"18,720",150,1000,-12.596,889.11,0.20469,0,0,150,310,0.001,0.7742,456,"230,640",273.15,"1,000",0.21246,-0.00033581,0,0,0,113.25,368.13
2-Methylbutanoic acid,C5H10O2,116-53-0,102.13,74200,417.4,0,0,0,321.5,481.5,643,3.89,0.347,0.252,0.5894,-498,-349.9,0.39,-2622,85.383,"-9,575.40",-8.6164,5.61E-18,6,193,643,0.72762,0.25244,643,0.28571,193,643,74800000,0.3933,0,0,193,643,184580,174300,1220,-5611000,31.2,300,1500,1.87E-07,0.7096,192,0,450.15,1000,-1.035,1048.5,-1.5474,0,0,298.15,450.15,0,0.9457,704.6,0,450.15,"1,000",0.22284,-0.0002516,0,0,0,357.15,480.9
3-Methyl-1-butanol,C5H12O,123-51-3,88.15,247870,-1145,3.4223,0,0,155.95,404.15,577.2,3.93,0.329,0.269,0.5939,-303,-141,0.3869,-3062,121.85,"-10,976",-13.869,1.43E-17,6,155.95,577.2,0.80828,0.26783,577.2,0.23588,155.95,577.2,101780000,1.3211,-1.2234,0.44836,155.95,577.2,92165,333710,1836.5,246450,757.99,298.15,1500,8.88E-08,0.80279,77.075,0,155.95,1000,-25.882,3359.4,1.5787,0,0,155.95,404.15,2053.4,0.90109,"8,755,500,000",0,404.15,"1,000",0.17471,-0.0001256,0,0,0,155.95,404.15
2-Methyl-1-butene,C5H10,563-46-2,70.13,149510,-247.63,0.91849,0,0,135.58,304.31,465,3.447,0.292,0.26,0.2341,-35.3,66.68,0.3395,-3115.9,93.131,"-5,525.40",-11.852,0.014205,1,135.58,465,0.91619,0.26752,465,0.28164,135.58,465,39091000,0.39866,0,0,135.58,465,87026,255560,1775.7,176360,807.82,200,1500,5.06E-07,0.55258,199.82,0,135.58,1000,-10.755,705.48,-0.011113,0,0,135.58,304.3,0.00019098,0.9341,84.07,"155,720",304.3,"1,000",0.19447,-0.0002901,0,0,0,135.58,304.3
2-Methyl-2-butene,C5H10,513-35-9,70.13,151600,-266.72,0.90847,0,0,139.39,311.71,470,3.42,0.292,0.256,0.287,-41.8,60.45,0.3386,-3108.8,83.927,"-5,640.50",-9.6453,0.000011121,2,139.39,470,0.93391,0.27275,470,0.2578,139.39,470,39248000,0.36173,0,0,139.39,470,81924,260380,1759.3,171950,800.93,200,1500,8.54E-07,0.47389,239.34,0,139.39,1000,-8.4453,639.21,-0.38409,0,0,139.39,311.7,0.00021736,0.9171,112.3,"177,690",311.71,"1,000",0.19636,-0.000291,0,0,0,139.39,311.7
2-Methyl-1-butene-3-yne,C5H6,78-80-8,66.1,81919,181.01,0,0,0,298.15,305.4,492,4.38,0.248,0.266,0.137,260,302.5,0.278,-2930,95.453,"-5,448.80",-12.384,0.015643,1,160.15,492,1.1157,0.27671,492,0.30821,160.15,492,36480000,0.3863,0,0,160.15,492,79060,165600,1692.6,121670,788.4,298.15,1500.15,5.68E-07,0.553,227.18,0,160.15,1000,-3.6585,441.1,-1.0547,0,0,160.15,390.15,0.00015498,0.9364,15.366,"137,400",305.4,"1,000",0.20385,-0.0002874,0,0,0,160.15,305.4
Methylbutyl ether,C5H12O,628-28-4,88.15,177850,-171.57,0.74379,0,0,157.48,343.31,512.74,3.371,0.329,0.26,0.313,-258.1,-101.7,0.3901,-3128.18,60.164,"-5,621.70",-5.53,1.86E-17,6,157.48,512.74,0.8363,0.27514,512.74,0.27553,157.48,512.74,45302000,0.37779,0,0,157.48,512.74,82051,308690,1386.4,178860,613.87,300,1200,3.93E-08,0.91086,0,0,157.48,1000,-11.278,949.12,-0.00012343,0,0,157.48,343.31,0,1.1976,58.59,"35,667",273.15,"1,000",0.22235,-0.0003044,0,0,0,157.48,463.15
Methylbutyl sulfide,C5H12S,628-29-5,104.21,198390,-220.35,0.76096,0,0,175.3,510,593,3.47,0.36,0.253,0.3229,-102,26.91,0.4118,-3572.3,96.344,"-7,856.30",-11.058,0.000007308,2,175.3,593,0.75509,0.27183,593,0.29127,175.3,593,53416000,0.3835,0,0,175.3,593,107850,273880,1588.5,190670,749.6,273.15,1200,5.00E-08,0.89479,44.662,0,175.3,1000,-10.97,1067.3,-0.017484,0,0,175.3,396.58,0.0794,0.23442,2671.9,"1,366,100",396.58,"1,000",0.20698,-0.00024439,0,0,0,175.3,396.58
3-Methyl-1-butyne,C5H8,598-23-2,68.12,105200,191.1,0,0,0,200,299.49,463.2,4.2,0.275,0.3,0.3081,138,207.2,0.3189,-3046,69.459,"-5,250",-7.1125,7.93E-17,6,183.45,463.2,0.94575,0.26008,463.2,0.30807,183.45,463.2,37920000,0.3565,0,0,183.45,463.2,82740,213770,1755,151490,782,200,1500,4.07E-08,0.92709,0,0,183.45,1000,-1.8842,433.58,-1.3238,0,0,183.45,364,0,1.072,-36.369,"106,430",302.15,"1,000",0.20348,-0.0003106,0,0,0,183.45,302.15
Methyl butyrate,C5H10O2,623-42-7,102.13,102930,129.1,0.62516,0,0,277.25,415.87,554.5,3.473,0.34,0.256,0.3775,-450.7,-305.3,0.3988,-2686,71.87,"-6,885.70",-7.0944,1.49E-17,6,187.35,554.5,0.76983,0.26173,554.5,0.26879,187.35,554.5,53781000,0.39523,0,0,187.35,554.5,89400,291000,1570,207300,678.3,298,1200,3.73E-07,0.6177,256.5,0,187.35,1000,-12.206,1141.7,0.15014,0,0,200,375.9,1333.1,0.9962,"12,317,000,000",0,375.9,"1,000",0.21748,-0.00025913,0,0,0,187.35,493.15
Methylchlorosilane,CH5ClSi,993-00-0,80.59,47726,338.4,0,0,0,250,325,442,4.17,0.246,0.279,0.2252,-215,-166.1,0.298277,-1693,95.984,"-5,401.70",-11.829,0.000018092,2,139.05,442,1.0674,0.26257,442,0.26569,139.05,442,32835000,0.33116,0,0,139.05,442,59895,116360,1565,81581,690.39,200,1500,4.88E-08,0.92549,0,0,139.05,1000,-12.002,1009.7,0,0,0,139.05,353.6,0.00037057,0.81367,609.17,0,281.85,"1,000",0.24683,-0.00038854,0,0,0,139.05,281.85
Methylcyclohexane,C7H14,108-87-2,98.19,131340,-63.1,0.8125,0,0,146.58,320,572.1,3.48,0.369,0.27,0.2361,-154.8,27.33,0.3433,-4257.14,92.684,"-7,080.80",-10.695,8.14E-06,2,146.58,572.1,0.73109,0.26971,572.1,0.29185,146.58,572.1,47528000,0.39437,0,0,146.58,572.1,92270,411500,1650.4,290060,779.48,200,1500,6.53E-07,0.5294,310.59,0,146.58,1000,-11.358,1213.1,0,0,0,146.58,457.68,0,1.1274,667,0,374.08,"1,000",0.1791,-0.0002291,0,0,0,273.15,374.08
1-Methylcyclohexanol,C7H14O,590-67-0,114.19,50578,508.59,0,0,0,300,441.15,686,4,0.374,0.262,0.2213,-332,-129,0.375,-4058,134.63,"-10,682",-16.511,8.44E-06,2,299.15,686,0.7013,0.266,686,0.28571,285.15,686,64770000,0.4853,0,0,299.15,686,79590,259600,621.3,228800,1698.6,300,1200,8.57E-08,0.80277,100.77,0,299.15,1000,-6.1534,"3,219",-1.4494,0,0,299.15,548.8,0.00011359,1.0311,709.27,0,441.15,"1,000",0.21558,-0.00022728,0,0,0,299.15,548.8
cis -2-Methylcyclohexanol,C7H14O,7443-70-1,114.19,118600,447.07,0,0,0,300,438.15,614,3.79,0.374,0.278,0.6805,-327,-126.8,0.3853,-4057.4,125.1,"-10,288",-15.157,0.000010918,2,280.15,614,0.70973,0.26544,614,0.26016,280.15,614,78011000,0.4172,0,0,280.15,614,92279,267090,687.84,198470,1732.4,300,1200,0.00000024,0.68,210,0,280.15,1000,-6.6904,3150.5,-1.392,0,0,280.15,491.2,0.0696,0.1633,208.7,"1,209,500",438.15,"1,000",0.21839,-0.00025776,0,0,0,280.15,484.2
trans-2-Methylcyclohexanol,C7H14O,7443-52-9,114.19,118170,447.99,0,0,0,300,440.15,617,3.79,0.374,0.276,0.679,-352.6,-152.4,0.3853,-4031.8,54.179,"-7,477.20",-4.22,3.52E-18,6,269.15,617,0.72836,0.27241,617,0.2478,269.15,617,78995000,0.42479,0,0,269.15,617,92279,267090,687.84,198470,1732.4,300,1200,0.0000002,0.704,187,0,269.15,1000,-6.6915,3173.2,-1.3046,0,0,269.15,493.6,0.0754,0.155,218.44,"1,252,500",440.15,"1,000",0.21828,-0.0002557,0,0,0,269.15,484.8
Methylcyclopentane,C6H12,96-37-7,84.16,155920,-490,2.1383,-0.0015585,0,130.73,366.48,532.7,3.79,0.319,0.273,0.2288,-106.2,36.3,0.3399,-3674.1,55.368,"-5,149.80",-5.0136,0.000003222,2,130.73,532.7,0.84758,0.27037,532.7,0.28258,130.73,532.7,43595000,0.38507,0,0,130.73,532.7,66456,350700,1589.2,235260,727.13,200,1500,9.08E-07,0.495,355.89,0,130.73,1000,-1.8553,612.62,-1.3774,0,0,248.15,353.15,0.002,0.61774,223.01,"477,570",344.96,"1,000",0.1929,-0.0002492,0,0,0,130.73,344.95
1-Methylcyclopentene,C6H10,693-89-0,82.14,53271,327.92,0,0,0,200,348.64,542,4.13,0.303,0.278,0.2318,-3.8,103.8,0.3264,-3534,52.732,"-5,286.90",-4.4509,1.09E-17,6,146.62,542,0.88824,0.26914,542,0.27874,146.62,542,43541000,0.36805,0,0,146.62,542,69411,302090,1690.3,212090,781.56,200,1500,3.70E-08,0.92849,0,0,146.62,1000,-4.8515,679.07,-0.93238,0,0,146.62,433.6,0.004,0.54462,242.12,"559,040",348.64,"1,000",0.20023,-0.00025581,0,0,0,146.62,348.64
3-Methylcyclopentene,C6H10,1120-62-3,82.14,46457,346.93,0,0,0,200,338.05,526,4.13,0.303,0.286,0.2296,7.4,113.8,0.3305,-3546.4,52.601,"-5,120.30",-4.4554,1.33E-17,6,115,526,0.9109,0.276,526,0.26756,115,526,42090000,0.36779,0,0,115,526,64220,307110,1638.7,212980,750.25,200,1500,3.98E-08,0.92242,0,0,115,1000,-6.7424,788.86,-0.69862,0,0,115,420.8,0.002,0.6393,227.11,"434,120",338.05,"1,000",0.1994,-0.00026149,0,0,0,115,338.05
Methyldichlorosilane,CH4Cl2Si,75-54-7,115.03,27030,413,0,0,0,250,350,483,3.95,0.289,0.284,0.2758,-402,-348.3,0.3287,-1357,79.788,"-5,420",-9.0702,0.000011489,2,182.55,483,0.97608,0.28209,483,0.22529,182.55,483,36756000,0.31266,0,0,182.55,483,72830,103070,1542.9,78110,668.94,200,1500,1.98E-07,0.7453,131.22,0,182.55,1000,-10.517,745.32,0,0,0,275,314.7,0.00041077,0.75688,591.5,0,314.7,"1,000",0.21956,-0.00032153,0,0,0,182.55,314.7
Methylethyl ether,C3H8O,540-67-0,60.1,85383,199.08,-0.061547,0,0,160,280.5,437.8,4.4,0.221,0.267,0.2314,-216.4,-117.1,0.30881,-1931.4,78.586,"-5,176.30",-8.7501,9.17E-06,2,160,437.8,1.2635,0.27878,437.8,0.2744,160,437.8,35300000,0.376,0,0,160,437.8,68681,199590,1553.4,111680,692.04,200,1500,2.61E-07,0.68276,133.4,0,160,1000,-11.104,627.18,0.036581,0,0,160,280.5,0.00024036,0.93177,588.14,0,273,"1,000",0.27304,-0.0004518,0,0,0,160,341.34
Methylethyl ketone,C4H8O,78-93-3,72.11,132300,200.87,-0.9597,0.0019533,0,186.48,373.15,535.5,4.15,0.267,0.249,0.3234,-239,-147,0.3394,-2268,72.698,"-6,143.60",-7.5779,5.65E-06,2,186.48,535.5,0.93767,0.25035,535.5,0.29964,186.48,535.5,46220000,0.355,0,0,186.48,535.5,78400,210320,1548.8,118550,693,200,1500,2.66E-08,0.98316,0,0,186.48,1000,-1.0598,520.68,-1.4961,0,0,186.48,535.5,"-4,202,700",-0.1524,"2,084,600,000",-1.4577E + 13,352.79,"1,000",0.2197,-0.0002505,0,0,0,186.48,352.79
Methylethyl sulfide,C3H8S,624-89-5,76.16,161240,-288.61,0.78179,0,0,167.23,339.8,533,4.26,0.254,0.244,0.2091,-59.6,11.47,0.3332,-2354,79.07,"-6,114.10",-8.631,6.53E-06,2,167.23,533,1.067,0.27102,533,0.29364,167.23,533,44842000,0.41151,0,0,167.23,533,75083,195770,1642.4,119490,749.19,273.16,1500,8.62E-08,0.83591,72.564,0,167.23,1000,-10.842,863.65,-0.00074603,0,0,167.23,339.8,0.003,0.61906,1810.8,"166,290",339.8,"1,000",0.22136,-0.00028938,0,0,0,167.23,339.8
Methyl formate,C2H4O2,107-31-3,60.05,130200,-396,1.21,0,0,174.15,304.9,487.2,6,0.172,0.255,0.2556,-352.4,-295,0.2852,-892.4,77.184,"-5,606.10",-8.392,7.85E-06,2,174.15,487.2,1.525,0.2634,487.2,0.2806,174.15,487.2,41030000,0.3825,0,0,174.15,487.2,50600,121900,1637,89400,743,250,1500,6.98E-06,0.3154,1034.5,0,174.15,1000,-39.641,2113.3,4.308,0,0,250,304.9,"-800,040",-0.2285,"248,100,000",-1.5034E + 12,300,"1,000",0.3246,-0.000468,0,0,0,174.15,373.15
Methylisobutyl ether,C5H12O,625-44-5,88.15,92919,324.43,0,0,0,298.15,350,497,3.41,0.329,0.272,0.3078,-266,-107,0.381,-3122,57.984,"-5,339.60",-5.2362,2.08E-17,6,150,497,0.84005,0.27638,497,0.27645,150,497,42678000,0.37995,0,0,150,497,72840,317130,1352,189480,585.14,300,1200,1.50E-07,0.7338,108.5,0,150,1000,-11.27,888.42,0.024736,0,0,150,331.7,0.00020053,0.95381,644.42,0,331.7,"1,000",0.222,-0.00032217,0,0,0,150,390
Methylisobutyl ketone,C6H12O,108-10-1,100.16,183650,-79.862,0.60769,0,0,189.15,389.15,574.6,3.27,0.369,0.253,0.3557,-286.4,-135.1,0.4129,-3476.2,80.503,"-7,421.80",-8.379,1.81E-17,6,189.15,574.6,0.71687,0.26453,574.6,0.28918,189.15,574.6,54687000,0.40583,0,0,189.15,574.6,122700,219500,842,119100,2460,298.15,1500.15,9.43E-08,0.7845,90.183,0,189.15,1000,-11.394,1168.7,-0.007539,0,0,189.15,389.15,"-2,483,300",-0.0465,"1,313,100,000",-1.5798E + 13,389.65,"1,000",0.2301,-0.00028899,0,0,0,189.15,451.42
Methyl Isocyanate,C2H3NO,624-83-9,57.05,149770,-529.82,1.3499,0,0,256.15,366,488,5.48,0.202,0.273,0.3007,-62.4,0.244,0.1955,-1060,57.612,"-5,197.90",-5.1269,2.17E-17,6,256.15,488,1.0228,0.20692,488,0.28571,256.15,488,42967000,0.37922,0,0,256.15,488,47400,122600,2188,85983,1008.2,298.15,1500,3.16E-07,0.66404,173.59,0,256.15,1000,0,0,0,0,0,None,None,0.003,0.62,1631.7,"126,720",312,"1,000",0.2822,-0.00042037,0,0,0,256.15,312
Methylisopropyl ether,C4H10O,598-53-8,74.12,143440,-154.07,0.7255,0,0,127.93,310,464.48,3.762,0.276,0.269,0.2656,-252,-121.8,0.3416,-2531.1,53.867,"-4,701",-4.7052,2.88E-17,6,127.93,464.48,0.97887,0.27017,464.48,0.28998,127.93,464.48,38501000,0.36453,0,0,127.93,464.48,89232,247650,1696,155980,791.4,200,1500,1.93E-07,0.7091,109,0,127.93,1000,-11.216,737.75,0.019308,0,0,127.93,303.92,2.1191,-0.19015,1453.4,"3,575,500",303.92,"1,000",0.24154,-0.0003774,0,0,0,127.93,370
Methylisopropyl ketone,C5H10O,563-80-4,86.13,191170,-331.04,0.98445,0,0,180.15,440,553.4,3.8,0.31,0.256,0.3208,-262.6,-139.3,0.3699,-2877,45.242,"-5,324.40",-3.2551,3.04E-18,6,180.15,553.4,0.86567,0.26836,553.4,0.28364,180.15,553.4,47075000,0.33601,0,0,180.15,553.4,159140,176400,1207.6,-40740000,10.503,300,1500,1.08E-07,0.77382,93.349,0,180.15,1000,-11.272,1048.9,0.00030493,0,0,180.15,367.55,"-5,935,000",-0.0895,"3,098,800,000",-2.7994E + 13,367.55,"1,000",0.2332,-0.0003044,0,0,0,180.15,435.9
Methylisopropyl sulfide,C4H10S,1551-21-9,90.19,211170,-661.97,2.4216,-0.0021383,0,171.64,357.91,553.1,4.021,0.328,0.28718,0.2461,-89.6,14.509,0.359,-2957,52.82,"-5,437.70",-4.442,9.51E-18,6,171.64,553.1,0.78912,0.25915,553.1,0.26512,171.64,553.1,45052000,0.36493,0,0,171.64,553.1,99247,272750,2003,189740,849.64,273,1500,8.61E-08,0.81669,71.294,0,171.64,1000,-11.075,990.72,0,0,0,171.64,553.1,0.007,0.53907,2700.7,"241,730",171.64,"1,000",0.20978,-0.00026468,0,0,0,171.64,357.91
Methyl mercaptan,CH4S,74-93-1,48.11,115300,-263.23,0.60412,0,0,150.18,298.15,469.95,7.23,0.145,0.268,0.1582,-22.9,-9.8,0.255,-1151.7,54.15,"-4,337.70",-4.8127,4.50E-17,6,150.18,469.95,1.9323,0.28018,469.95,0.28523,150.18,469.95,34448000,0.37427,0,0,150.18,469.95,41460,83070,1589,46120,716.7,200,1500,1.64E-07,0.76706,107.97,0,150.18,1000,-10.628,645,0.025885,0,0,150.18,279.11,0.00002653,1.1631,29.996,"32,519",273.15,"1,000",0.26119,-0.00038345,0,0,0,150.18,279.11
Methyl methacrylate,C5H8O2,80-62-6,100.12,255100,-938.4,2.413,0,0,224.95,373.45,566,3.68,0.323,0.253,0.2802,-360,-254,0.401,-2540,107.36,"-8,085.30",-12.72,8.33E-06,2,224.95,566,0.7761,0.25068,566,0.29773,224.95,566,54680000,0.4472,0,0,224.95,566,86400,181100,754.3,80000,2160,298.15,1500,4.89E-07,0.6096,342.23,0,224.95,1000,-0.099,496,-1.5939,0,0,260,400,0.00072502,0.7395,365.68,"204,360",373.45,"1,000",0.2583,-0.000379,0,0,0,290.15,363.45
2-Methyloctanoic acid,C9H18O2,3004-93-1,158.24,226650,15.421,1.0578,0,0,240,518.15,694,2.54,0.572,0.252,0.7913,-579.5,-318,0.5533,-5056,105.7,"-12,458",-11.234,4.46E-18,6,240,694,0.4416,0.2521,694,0.28532,240,694,105300000,0.7454,-0.39297,0.047214,240,694,174830,492880,1738.4,358970,788.01,298.15,1500,7.21E-08,0.80319,99.437,0,240,1000,-12.579,2224.2,0,0,0,240,518.15,0,0.92912,793.45,0,518.15,"1,000",0.20911,-0.00021852,0,0,0,208.2,555.2
2-Methylpentane,C6H14,107-83-5,86.18,142220,-47.83,0.739,0,0,119.55,333.41,497.7,3.04,0.368,0.27,0.2791,-174.55,-5.338,0.38089,-3849.15,53.579,"-5,041.20",-4.6404,1.94E-17,6,119.55,497.7,0.72701,0.26754,497.7,0.28268,119.55,497.7,42522000,0.3807,0,0,119.55,497.7,90300,380100,1602,245300,691.6,200,1500,1.12E-06,0.4537,374.74,0,119.55,1000,-12.86,946.91,0.26191,0,0,119.55,333.41,0,1.0861,-59.592,"141,260",333.41,"1,000",0.19334,-0.00028038,0,0,0,119.55,389.25
Methyl pentyl ether,C6H14O,628-80-8,102.18,251890,-468.32,1.2209,0,0,176,372,546.49,3.042,0.38,0.254,0.3442,-278,-93.5,0.432,-3739,61.907,"-6,188.90",-5.706,1.18E-17,6,176,546.49,0.71004,0.26981,546.49,0.29974,176,546.49,50002000,0.3781,0,0,176,546.49,94326,359650,1353.3,205690,599.92,300,1200,1.05E-07,0.77106,93.745,0,176,1000,-11.391,1090.8,1.08E-07,0,0,176,372,0.93312,-0.1172,1154.3,"2,961,700",372,"1,000",0.21698,-0.00028998,0,0,0,176,432.3
2-Methylpropane,C4H10,75-28-5,58.12,172370,-1783.9,14.759,-0.047909,0.00005805,113.54,380,407.8,3.64,0.259,0.278,0.1835,-134.99,-21.44,0.2955,-2648.95,108.43,"-5,039.90",-15.012,0.022725,1,113.54,407.8,1.0631,0.27506,407.8,0.2758,113.54,407.8,31880000,0.39006,0,0,113.54,407.8,65490,247760,1587,157500,706.99,200,1500,1.09E-07,0.78135,70.639,0,150,1000,-13.912,797.09,0.45308,0,0,110,310.95,0.0898,0.18501,639.23,"1,114,700",261.43,"1,000",0.20455,-0.00036589,0,0,0,113.54,400
2-Methyl-2-propanol,C4H10O,75-65-0,74.12,-925460,7894.9,-17.661,0.013617,0,298.96,460,506.2,3.972,0.275,0.26,0.6152,-312.4,-177.6,0.3263,-2423.9,172.27,"-11,589",-22.113,0.000013703,2,298.97,506.2,0.92128,0.25442,506.2,0.27586,298.97,506.2,77646000,0.56757,0,0,298.97,506.2,77040,253900,1550.2,166900,679.3,200,1500,9.61E-07,0.4856,381,0,298.97,600,51.356,-1249.5,-9.4593,3.69E+24,-9.8759,295.56,451.21,1.18E-06,1.6618,0,0,333.82,766.87,0.21258,-0.00029864,0,0,0,298.97,404.96
